date_time,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume
2016-12-03 02:00:00,None,253.59,0,0,25,Mist,mist,4174
2016-12-03 03:00:00,None,295.93,0.05,0,55,Rain,moderate rain,3844
2016-12-03 04:00:00,None,299.81,0,0.47,8,Snow,light snow,4350
2016-12-03 05:00:00,None,288.76,0,0,32,Drizzle,light intensity drizzle,4537
2016-12-03 06:00:00,None,274.35,0,0,14,Drizzle,light intensity drizzle,4796
2016-12-03 07:00:00,None,277.85,0,0,71,Clouds,broken clouds,4529
2016-12-03 08:00:00,None,304.34,0,1.66,25,Snow,light snow,4509
2016-12-03 09:00:00,None,266.67,0,0,70,Clouds,broken clouds,4050
2016-12-03 10:00:00,None,252.53,0,0,92,Clouds,broken clouds,3822
2016-12-03 11:00:00,None,268.83,0,4.36,38,Snow,light snow,3408
2016-12-03 12:00:00,None,274.42,0,0,46,Clear,sky is clear,2900
2016-12-03 13:00:00,None,293.45,0,0,17,Drizzle,light intensity drizzle,2540
2016-12-03 14:00:00,None,294.07,0,0,15,Clouds,broken clouds,2140
2016-12-03 15:00:00,None,281.52,0,0,63,Mist,mist,1736
2016-12-03 16:00:00,None,257.34,0,0,40,Clear,sky is clear,1361
2016-12-03 17:00:00,None,294.64,0.33,0,54,Rain,moderate rain,1793
2016-12-03 18:00:00,None,260.51,0,0,35,Clouds,broken clouds,1073
2016-12-03 19:00:00,None,282.01,0,0.9,89,Snow,light snow,1049
2016-12-03 20:00:00,None,275.43,0,0,87,Clear,sky is clear,2026
2016-12-03 21:00:00,None,271.78,0,0,91,Clouds,broken clouds,2540
2016-12-03 22:00:00,None,251.26,0.96,0,77,Rain,moderate rain,2109
2016-12-03 23:00:00,None,291.44,0,0,100,Clear,sky is clear,2852
2016-12-04 00:00:00,None,283.16,0,0,39,Drizzle,light intensity drizzle,2629
2016-12-04 01:00:00,None,257.32,0,0,30,Drizzle,light intensity drizzle,3663
2016-12-04 02:00:00,None,304.59,0,3.5,50,Snow,light snow,3676
2016-12-04 03:00:00,None,267.85,3.69,0,20,Rain,moderate rain,3839
2016-12-04 04:00:00,None,302.77,0,1.82,98,Snow,light snow,4967
2016-12-04 05:00:00,None,299.39,0,0,62,Drizzle,light intensity drizzle,4383
2016-12-04 06:00:00,None,305.59,0,0.63,42,Snow,light snow,4543
2016-12-04 07:00:00,None,259.62,0,0,33,Drizzle,light intensity drizzle,3855
2016-12-04 08:00:00,None,275.25,0,0,93,Mist,mist,4613
2016-12-04 09:00:00,Columbus Day,253.13,0,0,82,Mist,mist,4035
2016-12-04 10:00:00,None,297.46,0,0,17,Clouds,broken clouds,3421
2016-12-04 11:00:00,None,254.93,0,0,20,Clear,sky is clear,3045
2016-12-04 12:00:00,None,308.18,0,0,83,Clouds,broken clouds,3246
2016-12-04 13:00:00,None,269.16,0,0,61,Clouds,broken clouds,2872
2016-12-04 14:00:00,None,260.41,0,0,75,Drizzle,light intensity drizzle,1875
2016-12-04 15:00:00,None,260.91,1.07,0,48,Rain,moderate rain,2000
2016-12-04 16:00:00,None,306.89,0,0,71,Mist,mist,1510
2016-12-04 17:00:00,None,277.75,0,0,33,Drizzle,light intensity drizzle,1386
2016-12-04 18:00:00,None,252.99,0,0,79,Drizzle,light intensity drizzle,1360
2016-12-04 19:00:00,None,260.21,0,0.32,72,Snow,light snow,1413
2016-12-04 20:00:00,Columbus Day,281.55,0,0,98,Clear,sky is clear,1600
2016-12-04 21:00:00,None,262.19,0,0.06,100,Snow,light snow,2102
2016-12-04 22:00:00,None,279.65,4.0,0,16,Rain,moderate rain,1940
2016-12-04 23:00:00,None,266.98,0,1.68,86,Snow,light snow,2863
2016-12-05 00:00:00,None,274.51,0,0,18,Clouds,broken clouds,2681
2016-12-05 01:00:00,None,304.44,0,0,47,Clear,sky is clear,3329
2016-12-05 02:00:00,None,277.49,0,0,1,Mist,mist,3976
2016-12-05 03:00:00,None,291.21,0,8.17,91,Snow,light snow,4238
2016-12-05 04:00:00,None,294.17,0,5.69,32,Snow,light snow,4495
2016-12-05 05:00:00,None,264.09,0,0,45,Clear,sky is clear,4535
2016-12-05 06:00:00,None,308.03,0,0,76,Mist,mist,4558
2016-12-05 07:00:00,None,287.18,0,0,38,Drizzle,light intensity drizzle,4447
2016-12-05 08:00:00,None,257.93,0,0.81,71,Snow,light snow,4207
2016-12-05 09:00:00,None,305.82,0,0,59,Clear,sky is clear,3856
2016-12-05 10:00:00,None,292.62,0,0,55,Clouds,broken clouds,3637
2016-12-05 11:00:00,None,279.95,0,0,35,Clouds,broken clouds,3371
2016-12-05 12:00:00,None,275.81,0,0,33,Drizzle,light intensity drizzle,3259
2016-12-05 13:00:00,None,276.15,0,0,21,Mist,mist,2940
2016-12-05 14:00:00,None,279.48,2.93,0,19,Rain,moderate rain,1648
2016-12-05 15:00:00,None,253.19,0,0,19,Mist,mist,2204
2016-12-05 16:00:00,None,252.15,0,0,33,Clear,sky is clear,1350
2016-12-05 17:00:00,None,305.63,0,0,5,Clouds,broken clouds,1463
2016-12-05 18:00:00,None,292.54,0,2.9,62,Snow,light snow,1190
2016-12-05 19:00:00,None,257.42,0,1.89,11,Snow,light snow,971
2016-12-05 20:00:00,None,260.84,0,0,21,Clouds,broken clouds,1726
2016-12-05 21:00:00,None,285.14,0,0,74,Drizzle,light intensity drizzle,1700
2016-12-05 22:00:00,None,284.25,0,0,53,Clear,sky is clear,2236
2016-12-05 23:00:00,None,269.72,0,0,36,Clear,sky is clear,2620
2016-12-06 00:00:00,None,257.32,0,0,47,Drizzle,light intensity drizzle,3352
2016-12-06 01:00:00,None,251.73,0,0,58,Mist,mist,3516
2016-12-06 02:00:00,None,277.24,0,0,34,Drizzle,light intensity drizzle,3688
2016-12-06 03:00:00,None,287.34,0,0,57,Mist,mist,3914
2016-12-06 04:00:00,None,309.99,0.57,0,72,Rain,moderate rain,4074
2016-12-06 05:00:00,None,269.39,0,0,7,Clouds,broken clouds,4471
2016-12-06 06:00:00,None,307.11,0,0,48,Drizzle,light intensity drizzle,4592
2016-12-06 07:00:00,None,301.93,0,0,11,Clear,sky is clear,4297
2016-12-06 08:00:00,None,259.78,0,0,99,Clear,sky is clear,4410
2016-12-06 09:00:00,None,257.24,0,0.6,62,Snow,light snow,3951
2016-12-06 10:00:00,None,305.3,0,0.14,87,Snow,light snow,4239
2016-12-06 11:00:00,None,280.76,0,0,62,Mist,mist,3689
2016-12-06 12:00:00,None,278.59,0,3.08,72,Snow,light snow,3326
2016-12-06 13:00:00,None,286.83,0,0,55,Mist,mist,2165
2016-12-06 14:00:00,None,252.43,0,0,43,Drizzle,light intensity drizzle,2484
2016-12-06 15:00:00,None,305.84,0,0.93,67,Snow,light snow,1746
2016-12-06 16:00:00,None,255.04,0,0,59,Drizzle,light intensity drizzle,1313
2016-12-06 17:00:00,None,309.05,0,0.26,87,Snow,light snow,2025
2016-12-06 18:00:00,None,281.39,2.23,0,37,Rain,moderate rain,1757
2016-12-06 19:00:00,None,256.46,0,0,54,Mist,mist,1665
2016-12-06 20:00:00,None,289.65,0,0.96,72,Snow,light snow,1736
2016-12-06 21:00:00,None,250.98,0.89,0,94,Rain,moderate rain,1694
2016-12-06 22:00:00,None,297.17,0,0,50,Drizzle,light intensity drizzle,2563
2016-12-06 23:00:00,None,285.23,0,0,58,Clear,sky is clear,3143
2016-12-07 00:00:00,None,298.47,0,0,43,Drizzle,light intensity drizzle,3306
2016-12-07 01:00:00,None,265.56,0,0,86,Clouds,broken clouds,3417
2016-12-07 02:00:00,None,251.07,0,0,50,Clear,sky is clear,3867
2016-12-07 03:00:00,None,274.31,0,0,84,Clear,sky is clear,4497
2016-12-07 04:00:00,None,279.2,0,0,79,Drizzle,light intensity drizzle,4335
2016-12-07 05:00:00,None,273.7,0,0,38,Mist,mist,4161
2016-12-07 06:00:00,None,250.83,0,0,14,Clear,sky is clear,4844
2016-12-07 07:00:00,Columbus Day,278.87,0,0,18,Clear,sky is clear,4384
2016-12-07 08:00:00,None,300.53,0,0,68,Drizzle,light intensity drizzle,4116
2016-12-07 09:00:00,None,275.31,0,0,14,Clouds,broken clouds,4501
2016-12-07 10:00:00,None,294.33,0,0,56,Clouds,broken clouds,4014
2016-12-07 11:00:00,None,262.08,0,0.12,72,Snow,light snow,2803
2016-12-07 12:00:00,None,250.47,0,1.11,80,Snow,light snow,3105
2016-12-07 13:00:00,None,284.72,0,0,93,Drizzle,light intensity drizzle,2328
2016-12-07 14:00:00,None,252.22,0,0,51,Mist,mist,2379
2016-12-07 15:00:00,None,304.3,0,0.73,62,Snow,light snow,1459
2016-12-07 16:00:00,None,281.7,0,0,54,Clouds,broken clouds,1660
2016-12-07 17:00:00,None,275.03,0,0,60,Mist,mist,1507
2016-12-07 18:00:00,None,306.34,0,0,44,Clear,sky is clear,1599
2016-12-07 19:00:00,None,261.53,0,1.48,44,Snow,light snow,1531
2016-12-07 20:00:00,None,263.18,0,0.73,87,Snow,light snow,1642
2016-12-07 21:00:00,None,278.11,3.82,0,37,Rain,moderate rain,2457
2016-12-07 22:00:00,None,307.59,0,0,86,Drizzle,light intensity drizzle,1972
2016-12-07 23:00:00,None,300.67,0,0,79,Drizzle,light intensity drizzle,2560
2016-12-08 00:00:00,None,294.96,0,0,85,Clouds,broken clouds,2467
2016-12-08 01:00:00,None,256.05,0,0.8,53,Snow,light snow,3526
2016-12-08 02:00:00,None,262.57,0,0.82,6,Snow,light snow,3895
2016-12-08 03:00:00,None,260.48,0,0,64,Clear,sky is clear,3913
2016-12-08 04:00:00,None,270.26,0,0,14,Clear,sky is clear,4479
2016-12-08 05:00:00,None,309.62,0,0,100,Mist,mist,4505
2016-12-08 06:00:00,None,296.21,4.19,0,71,Rain,moderate rain,4881
2016-12-08 07:00:00,None,286.26,1.03,0,13,Rain,moderate rain,4916
2016-12-08 08:00:00,None,306.78,0,0,58,Drizzle,light intensity drizzle,3942
2016-12-08 09:00:00,None,301.5,0,0,13,Clear,sky is clear,4577
2016-12-08 10:00:00,None,256.32,0,0,80,Mist,mist,3667
2016-12-08 11:00:00,None,267.53,0,0,56,Clear,sky is clear,3842
2016-12-08 12:00:00,None,302.23,0,0,19,Mist,mist,2521
2016-12-08 13:00:00,None,262.11,0,0,53,Drizzle,light intensity drizzle,2248
2016-12-08 14:00:00,None,298.55,0,0,43,Clear,sky is clear,2669
2016-12-08 15:00:00,None,295.29,0.29,0,46,Rain,moderate rain,1812
2016-12-08 16:00:00,None,259.1,0,0,96,Drizzle,light intensity drizzle,1696
2016-12-08 17:00:00,None,274.8,0,0,52,Mist,mist,1360
2016-12-08 18:00:00,None,280.97,0,0.03,87,Snow,light snow,1601
2016-12-08 19:00:00,None,293.06,2.81,0,66,Rain,moderate rain,1855
2016-12-08 20:00:00,None,268.89,0,0,98,Clear,sky is clear,1588
2016-12-08 21:00:00,None,305.35,0,0,19,Clouds,broken clouds,1664
2016-12-08 22:00:00,None,287.9,0,0,91,Mist,mist,2370
2016-12-08 23:00:00,None,303.15,0,0,89,Drizzle,light intensity drizzle,3183
2016-12-09 00:00:00,None,293.29,0,0,40,Mist,mist,2433
2016-12-09 01:00:00,None,305.23,1.94,0,89,Rain,moderate rain,3630
2016-12-09 02:00:00,None,262.31,0,1.22,69,Snow,light snow,3762
2016-12-09 03:00:00,None,303.26,0,0,100,Mist,mist,4164
2016-12-09 04:00:00,None,261.84,0,0,38,Drizzle,light intensity drizzle,3875
2016-12-09 05:00:00,None,294.4,0,0,16,Clear,sky is clear,4712
2016-12-09 06:00:00,None,267.04,0,0,11,Mist,mist,4562
2016-12-09 07:00:00,None,259.6,0,0,3,Mist,mist,4103
2016-12-09 08:00:00,None,264.48,0,0,99,Mist,mist,4182
2016-12-09 09:00:00,None,253.6,0.48,0,47,Rain,moderate rain,3930
2016-12-09 10:00:00,None,271.27,0.29,0,6,Rain,moderate rain,2875
2016-12-09 11:00:00,None,250.31,0,0,43,Drizzle,light intensity drizzle,3693
2016-12-09 12:00:00,None,309.34,0,0,72,Clouds,broken clouds,2882
2016-12-09 13:00:00,None,285.73,0,0,44,Drizzle,light intensity drizzle,2943
2016-12-09 14:00:00,None,297.09,0.03,0,91,Rain,moderate rain,1990
2016-12-09 15:00:00,None,264.86,0,0,41,Mist,mist,1716
2016-12-09 16:00:00,None,299.37,0,0,46,Mist,mist,1281
2016-12-09 17:00:00,None,254.92,0,0.43,7,Snow,light snow,1937
2016-12-09 18:00:00,None,278.58,0,0.89,57,Snow,light snow,1773
2016-12-09 19:00:00,None,281.14,0,0,50,Clear,sky is clear,1301
2016-12-09 20:00:00,None,288.19,1.0,0,56,Rain,moderate rain,1969
2016-12-09 21:00:00,None,299.43,0,0,18,Drizzle,light intensity drizzle,2255
2016-12-09 22:00:00,None,292.67,0,0,16,Mist,mist,2103
2016-12-09 23:00:00,None,277.33,0,0,4,Drizzle,light intensity drizzle,2244
2016-12-10 00:00:00,None,283.54,0,0,15,Drizzle,light intensity drizzle,2969
2016-12-10 01:00:00,None,267.38,0,0,66,Mist,mist,3475
2016-12-10 02:00:00,None,268.3,0,0,47,Clouds,broken clouds,3633
2016-12-10 03:00:00,None,297.03,1.15,0,53,Rain,moderate rain,4041
2016-12-10 04:00:00,None,268.31,0,0,36,Clear,sky is clear,4367
2016-12-10 05:00:00,Columbus Day,282.85,0,0,8,Clouds,broken clouds,4649
2016-12-10 06:00:00,None,284.38,0,0,72,Clear,sky is clear,4949
2016-12-10 07:00:00,None,293.2,0,2.35,77,Snow,light snow,4872
2016-12-10 08:00:00,None,280.29,0,0,58,Clouds,broken clouds,3992
2016-12-10 09:00:00,None,255.36,0,0.43,79,Snow,light snow,3975
2016-12-10 10:00:00,None,273.23,0,0,50,Drizzle,light intensity drizzle,3602
2016-12-10 11:00:00,None,294.15,1.44,0,82,Rain,moderate rain,2657
2016-12-10 12:00:00,None,292.43,0,0,73,Clear,sky is clear,2807
2016-12-10 13:00:00,None,257.43,0,0,71,Drizzle,light intensity drizzle,2746
2016-12-10 14:00:00,None,287.12,0,0,73,Clear,sky is clear,1799
2016-12-10 15:00:00,None,280.16,0,0,2,Clear,sky is clear,2290
2016-12-10 16:00:00,None,281.91,0,0,2,Clear,sky is clear,1604
2016-12-10 17:00:00,None,303.26,3.06,0,56,Rain,moderate rain,1602
2016-12-10 18:00:00,None,286.41,0,0,51,Clear,sky is clear,1280
2016-12-10 19:00:00,Columbus Day,276.22,0,0,53,Mist,mist,2124
2016-12-10 20:00:00,None,269.04,0,0,32,Clear,sky is clear,1867
2016-12-10 21:00:00,None,258.64,0,0,32,Clear,sky is clear,2042
2016-12-10 22:00:00,None,307.13,0,0,86,Clear,sky is clear,2340
2016-12-10 23:00:00,None,292.8,0,0,38,Clouds,broken clouds,3324
2016-12-11 00:00:00,None,258.55,0,0.51,41,Snow,light snow,3276
2016-12-11 01:00:00,None,262.15,1.95,0,96,Rain,moderate rain,2989
2016-12-11 02:00:00,None,279.58,0,0,96,Mist,mist,4146
2016-12-11 03:00:00,None,277.89,0,0,52,Mist,mist,3949
2016-12-11 04:00:00,None,274.45,0,0,29,Clear,sky is clear,4397
2016-12-11 05:00:00,None,264.78,0,0,71,Clear,sky is clear,4356
2016-12-11 06:00:00,None,268.28,0,0,52,Drizzle,light intensity drizzle,5266
2016-12-11 07:00:00,None,308.07,0,1.98,47,Snow,light snow,4817
2016-12-11 08:00:00,None,296.92,0,0,68,Mist,mist,4513
2016-12-11 09:00:00,None,298.76,0,2.99,79,Snow,light snow,4431
2016-12-11 10:00:00,None,260.04,0.32,0,7,Rain,moderate rain,3658
2016-12-11 11:00:00,None,309.95,0,2.61,80,Snow,light snow,3354
2016-12-11 12:00:00,None,280.62,0,0,5,Clouds,broken clouds,3225
2016-12-11 13:00:00,None,273.72,0,0,15,Clouds,broken clouds,2585
2016-12-11 14:00:00,None,309.93,0,0,55,Clouds,broken clouds,1864
2016-12-11 15:00:00,None,290.93,0,0,43,Clouds,broken clouds,1359
2016-12-11 16:00:00,None,295.16,0,0,57,Drizzle,light intensity drizzle,1218
2016-12-11 17:00:00,None,277.59,1.36,0,76,Rain,moderate rain,1573
2016-12-11 18:00:00,Columbus Day,291.51,0.6,0,82,Rain,moderate rain,2356
2016-12-11 19:00:00,Columbus Day,260.41,0,0,71,Clear,sky is clear,1529
2016-12-11 20:00:00,None,295.75,0,0,68,Drizzle,light intensity drizzle,1683
2016-12-11 21:00:00,None,251.86,0,0,85,Clear,sky is clear,2040
2016-12-11 22:00:00,None,271.18,0,0.61,48,Snow,light snow,1827
2016-12-11 23:00:00,None,291.82,0,0,1,Mist,mist,2494
2016-12-12 00:00:00,None,306.17,0,0,56,Clear,sky is clear,3145
2016-12-12 01:00:00,None,305.28,0,0,45,Clear,sky is clear,3398
2016-12-12 02:00:00,None,286.81,0,0,38,Clouds,broken clouds,3809
2016-12-12 03:00:00,None,252.21,0,0,63,Drizzle,light intensity drizzle,4212
2016-12-12 04:00:00,None,262.55,0,0,25,Drizzle,light intensity drizzle,5125
2016-12-12 05:00:00,None,279.64,0,0,70,Drizzle,light intensity drizzle,3967
2016-12-12 06:00:00,None,283.94,0,0,87,Clouds,broken clouds,4868
2016-12-12 07:00:00,None,253.9,0,0,33,Mist,mist,4347
2016-12-12 08:00:00,None,302.86,0,0,93,Mist,mist,4255
2016-12-12 09:00:00,None,291.58,7.83,0,68,Rain,moderate rain,4222
2016-12-12 10:00:00,None,283.61,0,0,58,Mist,mist,4171
2016-12-12 11:00:00,None,253.11,0,0,41,Clear,sky is clear,3785
2016-12-12 12:00:00,None,274.41,0,0.68,15,Snow,light snow,2836
2016-12-12 13:00:00,None,252.61,0,0,92,Drizzle,light intensity drizzle,2263
2016-12-12 14:00:00,None,305.1,0,0,68,Clouds,broken clouds,2209
2016-12-12 15:00:00,None,302.81,0,0.4,3,Snow,light snow,1818
2016-12-12 16:00:00,None,291.37,0,0,9,Drizzle,light intensity drizzle,1974
2016-12-12 17:00:00,None,287.52,0,0,3,Clouds,broken clouds,1638
2016-12-12 18:00:00,None,251.44,0,1.0,80,Snow,light snow,1753
2016-12-12 19:00:00,None,307.53,0.55,0,6,Rain,moderate rain,1672
2016-12-12 20:00:00,None,264.2,0.16,0,9,Rain,moderate rain,1510
2016-12-12 21:00:00,None,284.74,0,0,10,Mist,mist,1566
2016-12-12 22:00:00,None,272.64,0,0,88,Clear,sky is clear,1901
2016-12-12 23:00:00,None,253.29,0,0,78,Clear,sky is clear,2633
2016-12-13 00:00:00,None,256.11,0,0,7,Drizzle,light intensity drizzle,2894
2016-12-13 01:00:00,None,287.04,0,0,52,Mist,mist,3941
2016-12-13 02:00:00,None,297.25,0,0,79,Clouds,broken clouds,3938
2016-12-13 03:00:00,None,287.21,0,0,12,Clear,sky is clear,3739
2016-12-13 04:00:00,None,290.55,0.28,0,3,Rain,moderate rain,4395
2016-12-13 05:00:00,None,250.74,0,0.14,91,Snow,light snow,4051
2016-12-13 06:00:00,None,300.45,0,0,73,Clear,sky is clear,4456
2016-12-13 07:00:00,None,293.48,0,0,56,Clouds,broken clouds,4298
2016-12-13 08:00:00,None,297.82,0,0,7,Clouds,broken clouds,4123
2016-12-13 09:00:00,None,295.26,0,0,39,Clouds,broken clouds,3939
2016-12-13 10:00:00,None,296.53,0,0,18,Mist,mist,4047
2016-12-13 11:00:00,None,250.48,0,0.16,75,Snow,light snow,3289
2016-12-13 12:00:00,None,253.44,0,0,64,Drizzle,light intensity drizzle,3256
2016-12-13 13:00:00,None,262.02,0,0,25,Mist,mist,2810
2016-12-13 14:00:00,None,290.07,0,0,88,Clear,sky is clear,2006
2016-12-13 15:00:00,None,284.7,0,0,42,Drizzle,light intensity drizzle,2342
2016-12-13 16:00:00,None,269.72,0,0,13,Mist,mist,1654
2016-12-13 17:00:00,None,305.2,0,0.15,81,Snow,light snow,2020
2016-12-13 18:00:00,None,277.99,0,0,27,Clouds,broken clouds,1037
2016-12-13 19:00:00,None,298.44,0,0,48,Clouds,broken clouds,1041
2016-12-13 20:00:00,None,299.57,0,0,0,Clouds,broken clouds,1762
2016-12-13 21:00:00,None,258.54,2.05,0,56,Rain,moderate rain,2221
2016-12-13 22:00:00,None,304.76,0,0,46,Clouds,broken clouds,2267
2016-12-13 23:00:00,None,263.14,0,0,33,Clear,sky is clear,2809
2016-12-14 00:00:00,None,300.85,0,0,31,Drizzle,light intensity drizzle,2969
2016-12-14 01:00:00,None,256.07,0,0,86,Clouds,broken clouds,3450
2016-12-14 02:00:00,None,297.24,0,0,14,Clouds,broken clouds,3926
2016-12-14 03:00:00,None,298.57,0.4,0,84,Rain,moderate rain,4296
2016-12-14 04:00:00,None,308.63,0,0,79,Clouds,broken clouds,4199
2016-12-14 05:00:00,None,305.45,0,0.42,24,Snow,light snow,4528
2016-12-14 06:00:00,None,291.66,0,0,40,Clouds,broken clouds,4423
2016-12-14 07:00:00,None,295.78,0,0,75,Mist,mist,4063
2016-12-14 08:00:00,None,267.65,0,0,19,Clouds,broken clouds,4481
2016-12-14 09:00:00,None,257.59,4.54,0,65,Rain,moderate rain,4068
2016-12-14 10:00:00,None,262.55,0,0,10,Mist,mist,4172
2016-12-14 11:00:00,None,273.29,0,0.64,82,Snow,light snow,3493
2016-12-14 12:00:00,None,281.13,0,0,22,Mist,mist,2599
2016-12-14 13:00:00,None,307.35,2.2,0,60,Rain,moderate rain,2526
2016-12-14 14:00:00,None,288.29,0.38,0,74,Rain,moderate rain,1893
2016-12-14 15:00:00,None,301.79,0,0,50,Drizzle,light intensity drizzle,2144
2016-12-14 16:00:00,None,303.32,0,0,73,Clouds,broken clouds,1749
2016-12-14 17:00:00,None,258.06,0,0,10,Clouds,broken clouds,1818
2016-12-14 18:00:00,None,271.09,0.43,0,74,Rain,moderate rain,1385
2016-12-14 19:00:00,None,278.05,0,0,52,Clear,sky is clear,1143
2016-12-14 20:00:00,None,269.02,0.08,0,48,Rain,moderate rain,1791
2016-12-14 21:00:00,None,271.55,0,0,10,Clear,sky is clear,2033
2016-12-14 22:00:00,None,280.77,0.37,0,82,Rain,moderate rain,2447
2016-12-14 23:00:00,None,254.28,0,0,4,Clear,sky is clear,2765
2016-12-15 00:00:00,None,261.8,0,0,42,Mist,mist,2331
2016-12-15 01:00:00,None,266.47,0.65,0,90,Rain,moderate rain,3208
2016-12-15 02:00:00,None,309.9,0,0,96,Mist,mist,4271
2016-12-15 03:00:00,Columbus Day,267.97,0,0,44,Drizzle,light intensity drizzle,4018
2016-12-15 04:00:00,None,299.31,0,0.19,96,Snow,light snow,3638
2016-12-15 05:00:00,None,307.09,0,0,50,Drizzle,light intensity drizzle,4884
2016-12-15 06:00:00,None,294.95,0,0,60,Clouds,broken clouds,4532
2016-12-15 07:00:00,None,293.35,0,0,59,Clouds,broken clouds,3924
2016-12-15 08:00:00,None,268.78,0.19,0,24,Rain,moderate rain,4246
2016-12-15 09:00:00,None,277.0,0,0.13,71,Snow,light snow,4119
2016-12-15 10:00:00,None,284.65,0,0,16,Clear,sky is clear,3289
2016-12-15 11:00:00,None,300.06,1.24,0,43,Rain,moderate rain,3427
2016-12-15 12:00:00,None,291.15,0,0,51,Clouds,broken clouds,2985
2016-12-15 13:00:00,Columbus Day,297.12,0,0,17,Drizzle,light intensity drizzle,2352
2016-12-15 14:00:00,None,309.66,0,0,72,Clouds,broken clouds,2187
2016-12-15 15:00:00,None,273.45,0,0,48,Drizzle,light intensity drizzle,2141
2016-12-15 16:00:00,None,253.82,0,0,49,Clouds,broken clouds,1068
2016-12-15 17:00:00,None,288.34,0,0,38,Clouds,broken clouds,1286
2016-12-15 18:00:00,None,290.49,0,0,22,Clear,sky is clear,1542
2016-12-15 19:00:00,Columbus Day,261.94,0,0,49,Clear,sky is clear,1739
2016-12-15 20:00:00,None,267.47,0.46,0,67,Rain,moderate rain,1339
2016-12-15 21:00:00,Columbus Day,269.61,0,0,52,Clear,sky is clear,1663
2016-12-15 22:00:00,None,256.64,0,0.45,68,Snow,light snow,2330
2016-12-15 23:00:00,None,301.94,0,0.7,16,Snow,light snow,2499
2016-12-16 00:00:00,None,299.07,0,0,85,Clouds,broken clouds,3015
2016-12-16 01:00:00,None,262.18,0,1.17,91,Snow,light snow,3601
2016-12-16 02:00:00,None,262.1,0,0,18,Drizzle,light intensity drizzle,4079
2016-12-16 03:00:00,None,281.55,0,0.04,72,Snow,light snow,4339
2016-12-16 04:00:00,None,284.57,0,1.61,94,Snow,light snow,4417
2016-12-16 05:00:00,None,292.02,0,0,91,Clear,sky is clear,4302
2016-12-16 06:00:00,None,299.41,1.98,0,22,Rain,moderate rain,5101
2016-12-16 07:00:00,None,277.47,0,0.09,84,Snow,light snow,4452
2016-12-16 08:00:00,None,255.73,0,0,89,Clouds,broken clouds,4942
2016-12-16 09:00:00,None,287.68,0,0,37,Clear,sky is clear,4099
2016-12-16 10:00:00,None,291.88,0,0,92,Drizzle,light intensity drizzle,4355
2016-12-16 11:00:00,None,257.27,0,0,47,Clouds,broken clouds,3647
2016-12-16 12:00:00,None,280.26,0,0,99,Clear,sky is clear,2832
2016-12-16 13:00:00,None,252.68,4.14,0,3,Rain,moderate rain,2459
2016-12-16 14:00:00,None,290.54,0,0,59,Clear,sky is clear,2346
2016-12-16 15:00:00,None,252.27,0,2.54,32,Snow,light snow,1771
2016-12-16 16:00:00,None,258.19,0,0,85,Clear,sky is clear,1952
2016-12-16 17:00:00,None,289.42,0,0,91,Drizzle,light intensity drizzle,1225
2016-12-16 18:00:00,None,299.23,0,0.06,20,Snow,light snow,1574
2016-12-16 19:00:00,None,257.45,0,0,94,Clouds,broken clouds,1767
2016-12-16 20:00:00,None,290.28,0,0.32,1,Snow,light snow,1352
2016-12-16 21:00:00,None,292.86,0,0,86,Drizzle,light intensity drizzle,1892
2016-12-16 22:00:00,None,291.8,0,0,81,Mist,mist,2569
2016-12-16 23:00:00,None,273.44,0,0,39,Mist,mist,2310
2016-12-17 00:00:00,None,250.28,0,1.64,98,Snow,light snow,2631
2016-12-17 01:00:00,None,264.31,0,1.38,11,Snow,light snow,3462
2016-12-17 02:00:00,None,309.36,0,0,43,Clear,sky is clear,3064
2016-12-17 03:00:00,None,255.8,0,0,85,Clouds,broken clouds,4014
2016-12-17 04:00:00,None,252.64,0,0,65,Clouds,broken clouds,4200
2016-12-17 05:00:00,None,287.48,0,0,69,Clear,sky is clear,4555
2016-12-17 06:00:00,None,257.25,0,0.2,27,Snow,light snow,4257
2016-12-17 07:00:00,None,268.97,0,0,49,Clear,sky is clear,4333
2016-12-17 08:00:00,None,253.96,0,0,35,Clouds,broken clouds,4444
2016-12-17 09:00:00,None,274.67,0,0,98,Drizzle,light intensity drizzle,3996
2016-12-17 10:00:00,None,309.43,0,0,91,Mist,mist,3686
2016-12-17 11:00:00,None,265.12,0,0,12,Mist,mist,3562
2016-12-17 12:00:00,None,287.85,0,0,49,Mist,mist,2344
2016-12-17 13:00:00,None,260.52,0,0,97,Drizzle,light intensity drizzle,3070
2016-12-17 14:00:00,None,301.09,0,0,61,Drizzle,light intensity drizzle,2014
2016-12-17 15:00:00,None,272.94,0,0,81,Clear,sky is clear,1729
2016-12-17 16:00:00,None,285.25,0,0,1,Drizzle,light intensity drizzle,2054
2016-12-17 17:00:00,None,264.18,0,0,54,Clouds,broken clouds,2052
2016-12-17 18:00:00,None,253.6,0,0,47,Clouds,broken clouds,1567
2016-12-17 19:00:00,None,252.27,0,0.23,92,Snow,light snow,1501
2016-12-17 20:00:00,None,276.62,0,0,42,Mist,mist,1865
2016-12-17 21:00:00,None,281.25,0,0,53,Clouds,broken clouds,1863
2016-12-17 22:00:00,None,295.03,0,0,29,Drizzle,light intensity drizzle,2674
